date,price_new,price_2nd
2020-1-20,810.0,
2020-1-22,819.98,
2020-1-23,817.41,
2020-1-25,799.0,731.54
2020-1-27,797.62,731.54
2020-1-29,796.2,731.54
2020-1-30,790.0,731.54
2020-2-1,798.32,731.54
2020-2-3,699.99,
2020-2-5,699.99,
2020-2-6,699.99,
2020-2-8,699.99,
2020-2-10,699.99,
2020-2-12,699.99,704.86
2020-2-13,779.0,704.86
2020-2-15,778.99,680.99
2020-2-17,779.0,680.99
2020-2-18,779.0,680.99
2020-2-20,778.98,669.99
2020-2-22,778.99,669.99
2020-2-24,777.97,669.99
2020-2-25,777.38,694.42
2020-2-27,792.0,694.42
2020-2-29,791.99,694.42
2020-3-2,791.99,
2020-3-3,792.0,749.0
2020-3-5,791.99,749.0
2020-3-7,829.99,749.0
2020-3-9,829.99,749.0
2020-3-10,829.99,749.0
2020-3-12,839.0,745.99
2020-3-14,829.99,745.99
2020-3-15,829.99,745.99
2020-3-17,829.99,745.99
2020-3-19,829.99,758.42
2020-3-21,823.84,748.42
2020-3-22,829.0,748.42
2020-3-24,829.0,738.42
2020-3-26,829.0,738.42
2020-3-28,832.79,
2020-3-29,818.99,
2020-3-31,817.99,
2020-4-2,817.99,
2020-4-4,817.99,
2020-4-5,817.99,
2020-4-7,810.99,
2020-4-9,810.99,684.71
2020-4-10,810.99,684.71
2020-4-12,815.99,684.71
2020-4-14,825.99,748.42
2020-4-16,825.99,748.42
2020-4-17,823.99,748.42
2020-4-19,823.99,
2020-4-21,829.99,702.2
2020-4-23,942.0,824.42
2020-4-24,829.99,784.42
2020-4-26,829.99,764.42
2020-4-28,869.99,798.42
2020-4-30,818.99,778.42
2020-5-1,815.99,768.42
2020-5-3,818.99,768.42
2020-5-5,819.99,
2020-5-7,815.99,
2020-5-8,829.99,
2020-5-10,820.99,849.99
2020-5-12,820.99,849.99
2020-5-13,829.99,849.99
2020-5-15,829.99,
2020-5-17,859.99,
2020-5-19,879.42,799.42
2020-5-20,829.99,799.42
2020-5-22,941.42,868.99
2020-5-24,829.99,868.99
2020-5-26,968.42,944.42
2020-5-27,941.0,879.42
2020-5-29,940.95,879.42
2020-5-31,940.95,752.41
2020-6-2,954.42,752.41
2020-6-3,998.98,
2020-6-5,829.99,752.41
2020-6-7,829.99,752.41
2020-6-8,829.99,870.42
2020-6-10,829.99,870.42
2020-6-12,829.99,868.42
2020-6-14,829.99,
2020-6-15,829.99,868.42
2020-6-17,937.99,868.42
2020-6-19,882.99,868.42
2020-6-21,939.42,849.42
2020-6-22,829.99,849.42
2020-6-24,825.0,839.42
2020-6-26,816.99,733.69
2020-6-28,828.99,829.99
2020-6-29,829.99,829.99
2020-7-1,829.99,829.99
2020-7-3,829.92,825.99
2020-7-4,829.99,824.42
2020-7-6,829.99,824.42
2020-7-8,829.99,814.42
2020-7-10,829.99,751.19
2020-7-11,879.99,751.19
2020-7-13,925.0,899.99
2020-7-15,879.99,829.83
2020-7-17,829.99,829.83
2020-7-18,919.99,896.99
2020-7-20,879.99,896.99
2020-7-22,879.99,896.99
2020-7-24,874.99,828.99
2020-7-25,874.99,818.99
2020-7-27,874.99,818.99
2020-7-29,874.99,818.99
2020-7-30,879.99,818.99
2020-8-1,879.99,
2020-8-3,879.99,868.42
2020-8-5,1012.42,868.42
2020-8-6,999.0,848.42
2020-8-8,879.99,848.42
2020-8-10,1048.42,859.99
2020-8-12,999.0,859.99
2020-8-13,998.42,859.99
2020-8-15,867.0,849.99
2020-8-17,870.0,849.99
2020-8-19,879.99,869.0
2020-8-20,878.0,869.0
2020-8-22,899.99,869.0
2020-8-24,899.99,
2020-8-26,949.0,899.99
2020-8-27,879.99,899.99
2020-8-29,879.99,879.0
2020-8-31,879.99,849.66
2020-9-1,849.99,869.0
2020-9-3,849.0,700.0
2020-9-5,790.0,650.0
2020-9-7,790.0,650.0
2020-9-8,749.99,757.07
2020-9-10,788.99,757.07
2020-9-12,788.99,747.07
2020-9-14,779.99,745.9
2020-9-15,778.99,745.9
2020-9-17,776.99,745.9
2020-9-19,776.99,745.9
2020-9-21,749.99,715.6
2020-9-22,879.0,700.12
2020-9-24,899.0,700.12
2020-9-26,949.99,761.84
2020-9-27,949.99,848.0
2020-9-29,1049.0,836.84
2020-10-1,1099.0,979.0
2020-10-3,1049.99,979.0
2020-10-4,1099.0,979.0
2020-10-6,1019.99,999.66
2020-10-8,1019.99,999.66
2020-10-10,1019.99,999.66
2020-10-11,1099.0,999.0
2020-10-13,1199.0,999.0
2020-10-15,1099.99,999.66
2020-10-17,1099.0,999.66
2020-10-18,1199.0,999.66
2020-10-20,1199.0,999.66
2020-10-22,1198.95,999.66
2020-10-23,1149.0,999.66
2020-10-25,1149.0,999.0
2020-10-25,1149.0,999.0
2020-10-27,1099.99,999.66
2020-10-29,1179.99,999.66
2020-10-30,1199.0,999.66
2020-11-1,1099.99,1092.22
2020-11-3,1199.0,1092.22
2020-11-5,1199.0,999.0
2020-11-6,1229.0,1199.66
2020-11-8,1249.0,898.42
2020-11-10,1249.0,1049.0
2020-11-12,1199.0,1045.0
2020-11-13,1199.0,1045.0
2020-11-15,1199.0,1045.0
2020-11-17,1249.0,1045.0
2020-11-18,1249.0,1029.99
2020-11-20,1249.0,1029.99
2020-11-22,1299.0,1079.99
2020-11-24,1299.0,1179.99
2020-11-25,1299.0,1099.0
2020-11-27,1449.0,1198.22
2020-11-29,1449.0,1248.22
2020-12-1,1399.0,1148.22
2020-12-2,1349.0,1228.22
2020-12-4,1349.0,1228.22
2020-12-6,1349.0,980.42
2020-12-8,1399.0,1228.22
2020-12-9,1499.0,1228.22
2020-12-11,1399.99,1199.66
2020-12-13,1399.99,1199.66
2020-12-15,1499.99,1199.66
2020-12-16,1399.99,1149.0
2020-12-18,1349.95,1149.0
2020-12-20,1599.42,1199.66
2020-12-21,1699.42,1199.66
2020-12-23,1499.0,1199.66
2020-12-25,1499.0,969.99
2020-12-27,1499.0,1189.0
2020-12-28,1499.0,1189.0
2020-12-30,1599.42,1098.42
2021-1-1,1599.42,1188.42
2021-1-3,999.99,1188.42
2021-1-4,1599.42,1189.0
2021-1-6,1599.42,1180.0
2021-1-8,1599.42,999.0
2021-1-10,1499.0,1039.0
2021-1-11,1499.0,999.0
2021-1-13,1699.42,1039.0
2021-1-15,1699.42,979.99
2021-1-16,1699.42,992.01
2021-1-18,1699.42,982.01
2021-1-20,1199.0,982.01
2021-1-22,1199.0,999.99
2021-1-23,1199.0,1199.0
2021-1-25,1199.0,1114.0
2021-1-27,,1114.0
2021-1-29,,1114.0
2021-1-30,,1299.0
2021-2-1,,1179.0
2021-2-3,1319.0,1299.0
2021-2-5,1319.0,1179.0
2021-2-6,1319.0,1179.0
2021-2-8,1249.0,1179.0
2021-2-10,1249.0,1199.0
2021-2-11,1349.0,1199.0
2021-2-13,1489.0,1299.0
2021-2-15,1489.0,1252.0
2021-2-17,1489.0,1299.0
2021-2-18,,1000.0
2021-2-20,,1399.66
2021-2-22,,1342.0
2021-2-24,,1342.0
2021-2-25,,1699.88
2021-2-27,,1489.0
2021-3-1,,1099.99
2021-3-3,1499.0,1489.0
2021-3-4,1499.0,1389.0
2021-3-6,1499.0,1299.0
2021-3-8,1499.0,1299.0
2021-3-10,,1299.0
2021-3-11,,1299.0
2021-3-13,,1299.0
2021-3-15,,1489.0
2021-3-16,,1489.0
2021-3-18,,1489.0
2021-3-20,,1489.0
2021-3-22,,1649.0
2021-3-23,,1649.0
2021-3-25,,1649.0
2021-3-27,,1649.0
2021-3-29,,1599.0
2021-3-30,,1599.0
2021-4-1,,1599.0
2021-4-3,,1599.0
2021-4-5,,1599.0
2021-4-6,1699.0,1699.0
2021-4-8,1699.0,1699.0
2021-4-10,1699.0,1600.0
2021-4-11,1699.0,1600.0
2021-4-13,,1600.0
2021-4-15,,1600.0
2021-4-17,,825.1
2021-4-18,,1900.0
2021-4-20,,1900.0
2021-4-22,,1499.0
2021-4-24,,1499.0
2021-4-25,,1699.0
2021-4-27,,1349.99
2021-4-29,2110.0,1389.99
2021-5-1,2110.0,1699.0
2021-5-2,2110.0,1759.63
2021-5-4,2110.0,1759.63
2021-5-6,2110.0,1759.63
2021-5-7,2110.0,1759.63
2021-5-9,2110.0,1852.63
2021-5-11,2110.0,1835.63
2021-5-13,2110.0,1835.63
2021-5-14,2110.0,1835.63
2021-5-16,2110.0,1835.63
2021-5-18,2110.0,1835.63
2021-5-20,2110.0,1835.63
2021-5-21,2110.0,1824.0
2021-5-23,2109.14,1798.0
2021-5-25,2109.14,1798.0
2021-5-27,2109.14,1798.0
2021-5-28,2109.14,1798.0
2021-5-30,2109.0,1798.0
2021-6-1,2109.0,1798.0
2021-6-2,2109.0,1798.0
2021-6-4,2109.0,1744.0
2021-6-6,2109.0,1744.0
2021-6-8,2109.0,1744.0
2021-6-9,2109.0,1650.0
2021-6-11,2109.0,1499.0
2021-6-13,2109.0,1744.0
2021-6-15,2109.0,1744.0
2021-6-16,2109.0,1699.0
2021-6-18,2109.0,1699.0
2021-6-20,2109.0,1699.0
2021-6-22,2109.0,1699.0
2021-6-23,2499.0,1699.0
2021-6-25,2499.0,1499.0
2021-6-27,2499.0,1499.0
2021-6-29,2492.13,1499.0
2021-6-30,2492.13,1499.0
2021-7-2,2492.13,1299.0
2021-7-4,2492.13,1299.0
2021-7-5,2492.13,1050.0
2021-7-7,2492.13,1400.0
2021-7-9,2492.13,1299.0
2021-7-11,2485.31,1299.0
2021-7-12,2485.31,1299.0
2021-7-14,2485.31,1099.0
2021-7-16,2485.31,1099.0
2021-7-18,2485.31,1099.0
2021-7-19,2485.31,1099.0
2021-7-21,2385.3,1099.0
2021-7-23,2385.3,1099.0
2021-7-25,2385.3,1099.0
2021-7-26,2385.3,1099.0
2021-7-28,2292.11,1099.0
2021-7-30,2292.11,1099.0
2021-7-31,1999.98,1099.0
2021-8-2,1999.98,1099.0
2021-8-4,1999.98,1049.0
2021-8-6,1899.98,1049.0
2021-8-7,1899.98,1049.0
2021-8-9,1650.0,1049.0
2021-8-11,1550.0,1029.0
2021-8-13,1150.0,1099.0
2021-8-14,2199.0,1099.0
2021-8-16,2199.0,1099.0
2021-8-18,2199.0,1099.0
2021-8-20,2199.0,1099.0
2021-8-21,2199.0,1099.0
2021-8-23,2199.0,1099.0
2021-8-25,2199.0,1400.0
2021-8-26,2199.0,1400.0
2021-8-28,2199.0,1339.0
2021-8-30,2199.0,1339.0
2021-9-1,2199.0,1339.0
2021-9-2,2199.0,1339.0
2021-9-4,2099.0,1339.0
2021-9-6,2099.0,1339.0
2021-9-8,2099.0,1339.0
2021-9-9,2099.0,1339.0
2021-9-11,2099.0,1399.95
2021-9-13,2099.0,1399.95
2021-9-15,2099.0,1399.95
2021-9-16,2099.0,1399.95
2021-9-18,2099.0,1399.95
2021-9-20,2099.0,1399.95
2021-9-21,2198.0,1399.95
2021-9-23,2198.0,1200.0
2021-9-25,2198.0,1200.0
2021-9-27,2198.0,1200.0
2021-9-28,2198.0,1200.0
2021-9-30,2198.0,1200.0
2021-10-2,2198.0,1200.0
2021-10-4,2198.0,1200.0
2021-10-5,2198.0,1200.0
2021-10-7,2198.0,1200.0
2021-10-9,2198.0,1200.0
2021-10-11,2198.0,1200.0
2021-10-12,2198.0,1200.0
2021-10-14,2198.0,1200.0
2021-10-16,2198.0,1200.0
2021-10-18,2198.0,1200.0
2021-10-19,2198.0,1200.0
2021-10-21,2198.0,1200.0
2021-10-23,2198.0,1200.0
2021-10-24,2198.0,1200.0
2021-10-26,2198.0,1200.0
2021-10-28,2198.0,1200.0
2021-10-30,2198.0,1200.0
2021-10-31,2198.0,1200.0
2021-11-2,2198.0,1200.0
2021-11-4,2198.0,1200.0
2021-11-6,2198.0,1200.0
2021-11-7,2198.0,1200.0
2021-11-9,2198.0,1200.0
2021-11-11,2198.0,1200.0
2021-11-13,2198.0,1200.0
2021-11-14,2198.0,1200.0
2021-11-16,2198.0,1200.0
2021-11-18,2198.0,1200.0
2021-11-19,2198.0,1200.0
2021-11-21,2198.0,1200.0
2021-11-23,2198.0,1200.0
2021-11-25,2198.0,1200.0
2021-11-26,2198.0,1200.0
2021-11-28,2198.0,1200.0
2021-11-30,2198.0,1200.0
2021-12-2,2198.0,1200.0
2021-12-3,2198.0,1399.42
2021-12-5,2198.0,1399.42
2021-12-7,2198.0,1399.42
2021-12-9,2198.0,1399.42
2021-12-10,2197.0,1200.0
2021-12-12,2197.0,1200.0
2021-12-14,2197.0,1200.0
2021-12-15,2197.0,1200.0
2021-12-17,2197.0,1200.0
2021-12-19,2197.0,1200.0
2021-12-21,2197.0,1200.0
2021-12-22,2197.0,1193.5
2021-12-24,2197.0,1193.5
2021-12-26,2197.0,1193.5
2021-12-28,1999.0,1193.5
2021-12-29,1999.0,1193.5
2021-12-31,1999.0,1193.5
2022-1-2,1999.0,1193.5
2022-1-4,1999.0,1192.51
2022-1-5,1999.0,1149.0
2022-1-7,1999.0,1149.0
2022-1-9,1999.0,1192.51
2022-1-10,1999.0,1192.51
2022-1-12,1999.0,1192.51
2022-1-14,2385.3,1192.51
2022-1-16,2385.3,1192.51
2022-1-17,2385.3,1192.51
2022-1-19,2385.3,1192.51
2022-1-21,2385.3,1192.51
2022-1-23,2385.3,1192.51
2022-1-24,2385.3,1192.51
2022-1-26,2385.3,1192.51
2022-1-28,2385.3,1148.99
2022-1-30,2385.3,1148.99
2022-1-31,2385.3,1148.99
2022-2-2,2385.3,1148.99
2022-2-4,2385.3,1148.99
2022-2-6,2385.3,1148.99
2022-2-7,2385.3,1148.99
2022-2-9,2385.3,1148.99
2022-2-11,2385.3,1148.99
2022-2-12,2385.3,1148.99
2022-2-14,2385.3,1148.99
2022-2-16,2385.3,999.0
2022-2-18,2385.3,999.0
2022-2-19,2385.3,999.0
2022-2-21,2385.3,999.0
2022-2-23,2385.3,999.0
2022-2-25,2385.3,999.0
2022-2-26,2385.3,999.0
2022-2-28,2385.3,999.0
2022-3-2,2385.3,990.0
2022-3-4,2385.3,999.0
2022-3-5,2385.3,899.0
2022-3-7,2385.3,899.0
2022-3-9,2385.3,899.0
