date,price_new,price_2nd
2021-7-14,1499.99,
2021-7-14,1499.99,
2021-7-15,1499.99,
2021-7-15,1499.99,
2021-7-16,1499.99,
2021-7-16,1499.99,
2021-7-16,1499.99,
2021-7-17,1499.99,
2021-7-17,1499.99,
2021-7-18,1499.99,
2021-7-18,1499.99,
2021-7-19,1499.99,
2021-7-19,1499.99,
2021-7-20,1499.99,
2021-7-20,1499.99,
2021-7-21,1499.99,
2021-7-21,1499.99,
2021-7-21,1499.99,
2021-7-22,1499.99,
2021-7-22,1499.99,
2021-7-23,1299.99,
2021-7-23,1299.99,
2021-7-24,1299.99,
2021-7-24,1299.99,
2021-7-25,1299.99,
2021-7-25,1299.99,
2021-7-26,1299.99,
2021-7-26,1299.99,
2021-7-27,1299.99,
2021-7-27,1299.99,
2021-7-27,1299.99,
2021-7-28,1299.99,
2021-7-28,1299.99,
2021-7-29,1299.99,
2021-7-29,1299.99,
2021-7-30,1299.99,
2021-7-30,1299.99,
2021-7-31,1299.99,
2021-7-31,1299.99,
2021-8-1,1299.99,
2021-8-1,1299.99,
2021-8-1,1299.99,
2021-8-2,1299.95,
2021-8-2,1299.95,
2021-8-3,1299.95,
2021-8-3,1299.95,
2021-8-4,1299.95,
2021-8-4,1299.95,
2021-8-5,1299.95,
2021-8-5,1299.95,
2021-8-6,1299.95,
2021-8-6,1299.95,
2021-8-7,1299.95,
2021-8-7,1299.95,
2021-8-7,1299.95,
2021-8-8,1299.95,
2021-8-8,1299.95,
2021-8-9,1299.95,
2021-8-9,1299.95,
2021-8-10,1299.95,
2021-8-10,1299.95,
2021-8-11,1299.95,
2021-8-11,1199.99,
2021-8-12,1199.99,
2021-8-12,1199.99,
2021-8-12,1199.99,
2021-8-13,1099.99,
2021-8-13,1099.99,
2021-8-14,1099.99,
2021-8-14,1099.99,
2021-8-15,1099.99,
2021-8-15,1099.99,
2021-8-16,1099.99,
2021-8-16,1099.99,
2021-8-17,1099.99,
2021-8-17,1099.99,
2021-8-18,1099.99,
2021-8-18,1099.99,
2021-8-18,,
2021-8-19,,
2021-8-19,,
2021-8-20,1299.0,
2021-8-20,1299.0,
2021-8-21,1199.0,
2021-8-21,1199.0,
2021-8-22,1189.99,
2021-8-22,1189.99,
2021-8-23,1189.99,
2021-8-23,1189.99,
2021-8-23,1184.99,
2021-8-24,1184.99,
2021-8-24,1184.99,
2021-8-25,1199.99,
2021-8-25,1199.99,
2021-8-26,1199.99,
2021-8-26,1199.87,
2021-8-27,1199.64,
2021-8-27,1189.95,
2021-8-28,1189.95,
2021-8-28,1189.95,
2021-8-29,1189.95,
2021-8-29,1189.95,
2021-8-29,1189.95,
2021-8-30,1189.95,
2021-8-30,1122.51,
2021-8-31,1122.51,
2021-8-31,1122.51,
2021-9-1,1132.51,
2021-9-1,1132.51,
2021-9-2,1132.51,
2021-9-2,1132.51,
2021-9-3,1299.99,
2021-9-3,1299.99,
2021-9-3,1132.51,
2021-9-4,1132.51,
2021-9-4,1132.51,
2021-9-5,1132.51,
2021-9-5,1132.51,
2021-9-6,1289.99,
2021-9-6,1282.49,
2021-9-7,1282.49,
2021-9-7,1282.49,
2021-9-8,1279.99,
2021-9-8,1275.0,
2021-9-9,1289.99,
2021-9-9,1289.99,1199.95
2021-9-9,1289.99,1199.95
2021-9-10,1289.99,1199.95
2021-9-10,1289.99,1199.95
2021-9-11,1289.99,1159.95
2021-9-11,1289.99,1159.95
2021-9-12,1289.99,1159.95
2021-9-12,1289.99,1159.95
2021-9-13,1289.99,1159.95
2021-9-13,1289.99,
2021-9-14,1289.99,
2021-9-14,1289.99,
2021-9-15,1264.92,
2021-9-15,1264.92,
2021-9-15,1289.99,
2021-9-16,1299.99,
2021-9-16,1299.99,
2021-9-17,1329.99,
2021-9-17,1329.99,
2021-9-18,1199.0,
2021-9-18,1309.99,
2021-9-19,1299.99,
2021-9-19,1199.0,
2021-9-20,1299.0,
2021-9-20,1299.0,
2021-9-20,1299.0,
2021-9-21,1299.0,
2021-9-21,1299.0,
2021-9-22,1299.0,
2021-9-22,1299.0,
2021-9-23,1299.0,
2021-9-23,1299.0,
2021-9-24,1299.0,
2021-9-24,1299.0,
2021-9-25,1299.0,
2021-9-25,1289.99,
2021-9-26,1289.0,
2021-9-26,1289.0,
2021-9-26,1289.0,
2021-9-27,1289.0,
2021-9-27,1289.0,
2021-9-28,1289.0,
2021-9-28,1289.0,
